title,body,visibility,tags
xmalloc xcalloc returning null pointer,in task page of practice exam the solution checks whether b and c are null pointers is this because malloc and calloc may return null pointers will xmalloc and xcalloc behave in the same way do we need to consider these functions returning null pointers thanks,public,final_exam
question from written c program behavior,can someone explain the answer to problem part d for me please thanks,public,final_exam
char array initialization,i understand that strings are immutable in c and so doing char a a 'n' would constitute undefined behavior but if you say char a ' ' ' ' ' ' ' ' ' ' ' a 'n' also be included in that undefined behavior in other words is the array of chars declared in the second example stored on the stack or does the compiler clump the chars together and store it the text area of memory,public,final_exam
restoring invariants,in the lecture notes it mentions bool ok above heap h int i int j return h prior h data j h data i my question is why cant we just write this as h prior h data i h data j,public,final_exam
address of,given that a is a int pointer what would be the difference between a and a are they the same,public,final_exam
quiz q,i was looking at a quiz handed back to me and didn't understand the answer to this question void quiz int x int p xcalloc sizeof int int p x printf pointer p contains p void p printf pointer p contains p void p the answer says that the first print statement prints a stack address and the second one prints a heap address i thought local variables function arguments always had stack addresses while explicitly allocated memory went to the heap,public,final_exam
written question,for the client priority function why is it the correct answer report x current price report x old price report y current price report y old price instead of report x current price report x old price report y current price report y old price if the difference in stock price is higher in x than in y shouldn't x have a higher priority than y,public,written10
spring q task,in this question we are supposed to implement graph getweight graph g vertex v vertex w and there is a precondition given to us that requires graph hasedge g v w in addition is graph g is required however in the solution when traversing through vertex v's adjacency list they are still checking to see if the edge does not exist if not the function returns i thought we wouldnt have to check for this because if none of the requires assertions fail then it must be gaurenteed that vertex w would be in vertex v's adjacency list is my reasoning incorrect,public,final_exam
avl tree lecture notes question,i'm reviewing the lecture note on avl trees and if i understood exercise correctly the problem in the rebalance right function lies in an assertion that height t right left height t right right when the right subtree is unbalanced if this is ensured then i think the tree can't deviate from what the diagrams show i'm thinking that means the precondition is requires height t right height t left height t right left height t right right but this only pushes the responsibility of this requirement to tree insert where it has to prove this precondition to ensure the safety of the code it sounds like the postcondition of tree insert has to include a statement like the height of t doesn't change or the height of t and exactly one of its children increased by with this postcondition you can show the precondition of rebalance right is satisfied and you can prove this postcondition too base case t actually null 's height increases by and it has no children otherwise t was an avl tree at most one of its children's height increased by depending on which part of the if branch you're in by the properties of an avl tree either t's height doesn't change when its children have no height changes when the lower height child had the increase or when the tree rebalanced or the height of the two children were the same just prior to adding an element making t and only one of its children have a height increase of problem is this can't be programmed as a postcondition in c since you can't store the former height of the subtrees as a variable for the assertion to use is there supposed to be a different issue with the code or is there actually a way to add that statement as a postcondition of tree insert,public,final_exam
c overflow,i am going over the c safety questions and am wondering if i have the right understanding from my understanding overflow is dealt with for unsigned ints via implemented modular arithmetic but not so for signed ints so overflow would be considered whenever i perform an arithmetic operation and it exceeds either the min or max values for our representation type,public,final_exam
tree height definition,the lecture notes for avl trees contains the following definition of tree height we need the concept of tree height which we define as the maximal length of a path from the root to a leaf so the empty tree has height the tree with one node has height a balanced tree with three nodes has height if a tree has just one node the root node isn't the maximum length of a path from the root to a leaf not similarly wouldn't the maximum root to leaf path length of a balanced node bst be not,public,final_exam
string buffer,in exam there's a problem on string buffer did we talk about in the lectures or are we supposed to understand it just according to the description in the exam if so how is strbuf addstr implemented why its worst case run time is o nk thanks,public,final_exam
fall q,how do we know to store three extra tokens if the worst case of each operation increases size then shouldn't the amount of extra tokens be a variable of size,public,final_exam
ternary search trie,exam has a question on ternary search tries and i can't remember where we learned these anyone mind pointing me to the lecture notes with these,public,final_exam
equivalence graph,what is the point of an equivalence graph and how could it be applied to checkpoint and in the last recitation,public,final_exam
range for the test,will we be tested on ideas from c vm or any of the other programming assignments like ropes and gap buffers how about specifics on how memory is stored in the computer or how c compiles code with the object files preprocessor,public,final_exam
note sheet s,how many note sheets are we allowed on the final exam,public,final_exam
how are weights of edges calculated in a mst,thanks,public,final_exam
written question e,did anyone get this loop invariant who would like to share it i'm still stumped on the darn thing,public,written1
doubts on pointers and casting in c,when we have an array of chars and we cast in to an int is it considered undefined behaviour as an int need at least bytes and a char is only byte if we have an array of chars and we cast it to an int is it agin undefined behaviour or is it okay to more memory while casting even when it is not a perfect multiple of the size of the cast what happens to the last byte of memory in this case string representations as pointers and arrays is there any difference between the following initialisations of the string hello world a char str helloworld b char str helloworld c char str str helloworld are all these implementation read only or are are any of them writable also also does pointer arithmetic work with strings for example would the following code work char str helloworld str str expected to point to the null terminator finally does pointer arithmetic work with void pointers also what is sizeof void or sizeof void,public,final_exam
final fall,http www cs cmu edu rjsimmon m exams final f pdf is there an error on page it says the loop guard is k i but im reading the loop guard as a i a k is there a typo or is it correct and im just reading wrong,public,final_exam
final question task,why is the answer i can't seem to understand the logic of this thanks,public,final_exam
midterm,i forget was midterm ever released on gradescope it isn't showing up for me the last things are midterm and written,public,midterm_exam2
x,spring safety in c task http www cs cmu edu rjsimmon m resources html does anyone know why the assert has been placed as x shouldn't it be checking the bounds on x but up to not,public,final_exam
tries,are we going to be tested about tries they appeared in the previous finals but i don't recall we learned about them this semester,public,final_exam
midterm question,why is xface xfac shouldn't the right shift preserve the left most bit and thus make it xffac,public,final_exam
final exam q task,how are priorities and keys different if we increase the priority wouldn't we need to check to see if we should sift down not up,public,final_exam
vs,when would i use over dot over and vice versa to access things also exactly what does int a do,public,final_exam
final exam,is the exam a hr continuous one or is it divided into two halves both of which are hr minutes with a break in between them,public,other
do we need to know insertion sort for the final,thanks,public,final_exam
big o run times for dfs and bfs,could someone explain to me why the run times for dfs and bfs are o v e i get that it should be o v since we are marking the vertices and so can at most enqueue push v vertices on the queue stack and so the loop on the queue stack can run at most v times i am confused about where the e comes in the complexity analysis thanks,public,final_exam
allocating arrays in c,just to confirm is the only way to allocate array in c as follows int x xcalloc size sizeof int or can we also do int x size as i have seen some code on practice exams where array have been initialised like this,public,final_exam
big o problem on test,on midterm question part c how is the big o for lop and drop o for when n items have been put on the slop and none dropped,public,final_exam
final exam q task,i don't quite understand why the answers to this task are n and n could someone help explain thanks,public,final_exam
exam question safety in c,i'm having a hard time understanding what a weakest precondition for something is what is the definition of weakest precondition and why would this be useful to find,public,final_exam
written c,is the safety for line supposed to be supported or unsupported it's a bit hard to tell from the feedback i got from grading thanks,public,final_exam
tri,did we ever learn tris in lecture,public,final_exam
a couple questions,general concepts after we have enough edges in the tree that we create with kruskal's do we just stop the algorithm or do we consider all edges and not add them and then stop the algorithm can we not cast between pointers why is unsigned int x signed int x an error exam question task why can't i for the while loop and are we expected to put loop invariants in our code on the exam even when not asked to question task why do we need the requires a start a end question were we supposed to write comments in the code indicating what is undefined about the code where were we supposed to write that does it matter task i understand that we can cause x y to yield undefined behavior however we compute x y when we check if its less than in the for loop so shouldn't the undefined behavior happen there instead of at the return x y in the else statement question task do we need to check that n dosn't overflow either why isn't this condition included in the answer key task why is the answer x exam question task how did they come up with that answer question task just to make sure would ff work with a desired of x ff and an actual of xffffffff,public,final_exam
grades for written,when will the grades for written be posted thanks joey,public,written13
exam question task amortized analysis,i had a doubt with the new limit passed to the uba resize function in the solutions which is given as l size i am confused as to why l size is incremented by and then scaled shouldn t it be scaled as is,public,final_exam
union find order,are there multiple algorithms to change around the pointers my understanding is linear method merge arbitrarily pick or we'll assume that's point the root of at has to be the root because if is pointing to then pointing at will destroy the link between and log n method merge check which one has less height if you're using the height notation otherwise you can't use this algorithm find the one with less height we'll assume that's point the root of at has to be the root because if is pointing to then pointing at will destroy the link between and is it assumed that if we're using the height notation then we must be using the log n method,public,final_exam
unsigned int,just a general question the handout says that one way to deal with signed int overflow is to use unsigned types since theoretically speaking it is always possible for a function or a loop to reach large input or unexpectedly to zero does this mean that in the test we have better to use unsigned int unless otherwise specified more generally when we code unless we need to compare the values of integers do we by default prefer unsigned int to signed int thanks,public,final_exam
prove loop invariants preserve,if we have more than two loop invariants and we have proved that li is preserved by the loop can we use li to prove li is also preserved for example written b thanks,public,written3
union find strong compression on posted codes,in unionfind log c i only see the comment that says strong compression would redirect all intermediate notes to j but i don't see any code corresponding to it is this done automatically or something or should we write this on our own,public,final_exam
exam question task binary tries,when we are saying what needs to be passed into the function bt member why isn't bit correct for the third argument i thought that was how we passed function pointers the answer given is bool bit void w int k,public,final_exam
union find,hello i was studying union find but am a bit confused about determining edge weights for kruskal's algorithm do we assume that edge weights will always be given to us,public,lectures
tree height version of union find,for the tree height storing version of union find what exactly does our array data structure accomplish i know that we can use the values at each array index to indicate the height of each node's tree but how can we tell relationships between these nodes can we with this structure thanks for the help,public,final_exam
asymptotic time complexity versus most accurate time complexity,hi i was reviewing for final and i got confused by the definitions of different runtime complexities again so for asymptotic time complexity it is in the tightest simplest form like o o n i was a little bit confused by the wording tightest here what if we're asked to give the most accurate runtime complexity what would the term wording for that one be thanks for your help,public,final_exam
some practice problems from the review session,here we'll compile a bunch of practice problems we did at the review session today big o linked lists amortized analysis practice problems searching midterm f question sorting stacks queues hash tables bsts finalreview txt avls try inserting and not consecutively just try each what rotations would occur note spoiler alert for last amortized analysis question during the review session i claimed that in the amortized analysis we could store just tokens each time this is incorrect we need log n tokens why,public,final_exam
exam fall q task,hello taking the fall test the answer to this question confused me in this question they asked us to write the assert statement ive included the question with the answer my answer was u b null c null w u u w defiantly not as elegant as the real answer but is it wrong could someone explain how u w works thanks so much,public,final_exam
c code,int f ohno int a bug a is deallocated when f ohno returns return a my understanding of what happens when this code is executed is that some memory for a is allocated on the system stack the function then returns the address of a however when it returns it frees all its local variable and so the address that it had returned as the address of the variable a is no longer the address of the variable a is that address unallocated or does it point to some other memory is my understanding correct also would this considered undefined behaviour or would it only be considered undefined behaviour if we tried to dereference the address returned by this function without every allocating memory to it,public,final_exam
final exam int,on the final exam will we have to assume that the type int is bit or should we assume bit or will it be specified will addresses be bit or bit,public,final_exam
complexity of graph hasedge,i thought if we use a linked list representation the bigo of hasedge would be o min e v but in the lecture notes it says that it is o e when should it be o e and when it is o min e v,public,lectures
grades,not sure if this was mentioned before but how do we calculate our current grade in the class do we simply add up the points from every test assignment lab and quiz and divide by and multiply the result by,public,other
hw question,on written hw question part a page why do we pass n as a capacity to pq new instead of n,public,written10
please complete your faculty course evaluation,you should have received an email about completing the faculty course evaluations for your courses please complete the evaluation for as soon as possible the dean of scs does read all evaluations and it is important for reappointment and promotion cases for faculty you will evaluate the course itself and your instructor s thank you very much for completing the evaluation for this course we really appreciate your feedback login at https cmu smartevals com at the weblogin screen enter your andrew id and password good luck with all of your finals it was great having you all in our classes this semester,public,logistics
written solutions,is there a place we can find the solutions to the written assignments,public,final_exam
freeing memory,when i use valgrind all my memory errors are either from invoking native functions new or newarray i understand native functions can leak memory but i dont understand why new or newarray is leaking when i alloc things in those functions they get passed to the callstack which is then freed in the return function so shouldn't that free statement take care of those things,public,c0vm
ssh terminal working slowly and text editor cannot be opened,as the title suggests is anyone having the same issue i tried restart my laptop and my ssh and editor several times and the editor still doesn't work terminal works extremely slowly it would be great if it could be up asap since i really need time to debug panicking,public,c0vm
this is just a suggestion for the course,since c vm is such a long assignment we aren't given a programming assignment that focuses on graphs programming assignments help with learning the material so i think if it could be fit into the course schedule somehow that would be good,public,other
exam review,was a definitive time ever announced for the exam review,public,final_exam
final exam info review,the final is thursday dec at am you are allowed one sheet of notes x front and back bring your id arrive early sections a g ghc sections h j ghc sections k u cuc mcconomy auditorium there will be a final exam review session on sunday from pm in rashid auditorium ghc to review some of the material and answer your questions sample finals three old finals from previous semesters are posted on the course website home page scroll down use these for practice but remember that the actual final may not resemble questions from any of these finals there are no office hours for next week but you may still post questions on piazza good luck,public,final_exam
c vm autograder scoring will be completed sunday,in case you're wondering when you'll see the full autograder feedback for all the c vm tasks we'll enable that some time sunday morning if all goes as we expect,public,c0vm
error connecting to andrew server,is anyone else having a problem connecting to the andrew server it normally works on my computer but i can't seem to connect via winscp sublime or putty fails at connecting to host,public,other
invalid cast error,i'm getting an invalid cast error from a pointer to an integer when testing task when i run the huge code sample on piazza i tracked it down to the line uint t i uint t val int c v pop s in newarray what's wrong with this line i havent been able to figure it out i actually did try casting to an unsigned int but i debugged some more and c v pop s actually is a pointer and i'm not sure why should i throw a user error thank you,public,c0vm
union find,i was confused as to how the implementation of union find that used weak compression method storing negative numbers int he array resulted in a o log v complexity while the naive implementation of union find that only stored positive numbers in the array resulted in a o v complexity could someone please explain the reason for the difference in the asymptotic complexity,public,final_exam
freeing memory,do we need to free all memory that we allocate after calls to athrow and assert as in do we assume that the program return after a call to athrow and assert and so should free the call stack and other items that allocated memory for,public,c0vm
task conditional jump error,i'm having trouble tracing the source of this error conditional jump or move depends on uninitialised value s at x c a a c string tocstr cstr c by x a println conio c by x a c ffi println conio c ffi c by x cc execute c vm c by x bb main c vm main c the line from execute its indicating is c v push s native function table function index args which is in my invoke native function i got full points for invoke native on autolab so i feel like the error must be from somewhere else the test i'm running that causes this error is just allocating a pointer b to a string and then printing b any ideas or anyone have a similar error thank you,public,c0vm
invalid opcode x and x,depending on where i increment pc i get these invalid opcodes when testing if icmple and goto what do they mean i don't see these opcodes anywhere in my byte code,public,c0vm
c vm memory testing,just for clarification is image not supposed to work properly when run with the c vm as in does it actually output the correct manipulated image when we input an image also i have this same question about doslingos,public,c0vm
errors,after calling the error function are we supposed to break or return to stop the the running of the rest of the file or does the error functions do that for us,public,c0vm
running editor against c vm,so i thought my task was working fine i pass the huge test file that was shared on piazza but compiling the editor assignment does something weird whenever i move my cursor to the left it replaces all the characters to the right of the cursor like this d f l l k f o f ha hah a ha any idea what's going on thanks,public,c0vm
weekend update,no quiz but we're going over union find in recitation so come anyways the last day of regular office hours is today friday no office hours during finals week there will be a review session either sunday or wednesday keep a watch out for a post on piazza rooms for the final am on lec sec a g ghc lec sec h j ghc lec sec k u mcconomy auditorium cuc after today you're officially done with classes good luck with finals everyone make sure to study and get lots of sleep o pinultimate weekend update ',public,other
e,when testing with e is it okay that everything is somewhat jumpy like when i type any character i just get a bunch of the bc file that i'm assuming that i'm currently running also how do we test our c vm with images i compiled ran them and they all compiled but there's no image of course i didn't pass it an image,public,c0vm
quiz tomorrow,is there a quiz in recitation tomorrow,public,other
ssh not working,i can't seem to get into ssh by any means and all of the classmates i've talked to have the same problem i need ssh to work on c vm,public,c0vm
practice final exam,will there be previous final exams posted on the site,public,final_exam
autolab what's full conditional large positive negative goto tests,hi i submitted autolab and got the below errors i checked goto function but that one's easy and straightforward by saying conditional tests does it refer to the comparison tests like if cmpeq what might possibly be wrong with the large positive negative gotos thanks for helping out,public,c0vm
need help on,how should i attempt this section if i just started,public,c0vm
problem with ssh terminal,there seems to be a problem with connecting through the ssh to access the homework will this be fixed soon,public,other
what allocations do we need to free,in my new function and new array function i allocate memory using xcalloc or xmalloc how can i free this memory by the end of the program or is that up to the client,public,c0vm
question about retval,if we were given the code for retval being consistantly an int and the function we want from invokestatic is returning a string should i check whether or not that's valid and if it's not i typecast it into a string i get errors for every function that is supposed to return a string,public,c0vm
how to debug segfault error,sorry totally forgot i know you use gdb valgrind but specifically how do you use gdb,public,c0vm
native function memory errors,when i run program with valgrind i get a whole lot of error messages due to memory that was not freed when i called the native function in particular these are the error messages i get at x c b calloc in usr lib valgrind vgpreload memcheck amd linux so by x f c newwin in usr lib libncurses so by x f nc setupscreen in usr lib libncurses so by x eefd newterm in usr lib libncurses so by x b f initscr in usr lib libncurses so by x e c initscr curses c by x e af c ffi c initscr curses c ffi c by x c execute c vm c by x bb main c vm main c and several other times whenever i call native functions that operate on strings also for example at x c b calloc in usr lib valgrind vgpreload memcheck amd linux so by x c a c alloc bare c by x c a f c string fromcstr cstr c by x df freadline util c by x a readline conio c by x a c c ffi readline conio c ffi c by x c execute c vm c by x bb main c vm main c i just wanted to confirm whether this memory is being lost due to some freeing errors made by me or is it because the memory has not been freed by the program and so i cant do anything about it,public,c0vm
leak when running editor,are we supposed to have no leaks when running our c vm code with editor,public,c0vm
i've cornered down my problem to amstore and amload,all of my others functions work fine but amstore and amload are causing my program to go haywire one error i received in c vmd was the following error in c vmd' invalid fastbin entry free x a c backtrace lib libc so x cfe x f c cefe c vmd x c vmd x c c vmd x bc lib libc so libc start main xf x f c b c vmd x fa this was only a part of the error as underneath there was a memory map error what would cause such an error in amstore and amload,public,c0vm
aadds receiving bogus memory cast to c array,so in my aadds function 'a' refers to the c array right so i'm casting the pointer on the stack to a c array like c array a is this not what i want to do i can't figure out why 'a' is so malformed the count and elt size fields are set to crazy weird variables say and indicating i'm accessing memory i'm not supposed to,public,c0vm
how to get a new int pointer,if both int lenv and val int k and ints why can i not do the following to get an int pointer int newptr int lenv val int k,public,c0vm
error compiling editor images code with b flag,i am trying to compile the editor and images code with the b flag to generate the bc file this is to test task out i am getting a compilation error which says blur error identifier 'c ' at top level hint is c an undefined type name c c ff ee magic number compilation failed this happens in both the cases any idea why this is happening it compiles fine without the b flag,public,c0vm
segfault task,although my code seems to be working on the test cases when i submit it to autolab i get the error test failed expected successful execution actual outcome a segfault occured this means a pointer or array was accessed unsafely hint problem with invokestatic giving up has anyone encountered a similar error and knows why i am getting a segfault,public,c0vm
stuck on amload amstore,should we write a and b as void so that they can store the addresses of void 's i'm kind of confused on this one my functions work for ints and chars to the best of my knowledge but i'm stuck here,public,c0vm
function pool,i thought i was initializing correctly and then it became clear that i wasn't struct function info function pool xcalloc somearraylength sizeof struct function info function pool bc function pool isn't function pool an array of function info's in it or am i understanding something completely wrong,public,c0vm
error message,just to make sure if there is an array access out of bound error should the error be c assertion failure or other type thanks,public,c0vm
autolab error,i've been really stuck on this autolab error can anyone give me a hint on how to fix this,public,c0vm
will there be a quiz tomorrow,just trying to budget my time between classes,public,recitations
editor compilation,i'm getting a strange error while running my editor with c vm i get this screen does anyone know what could possibly be wrong,public,c0vm editor
not sure what to do on amstore and amload,what are we supposed to store in a and b after running amstore and amload what kind of c code can test these functions,public,c0vm
athrow and assert error,autolab gives me this error test c vmd tests task error bc expect c user error on string of length tests failed hint athrow and assert actual outcome status code possibly the result of c user error on a string of length please help,public,c0vm
evaluate your tas again,we're almost at the end of the semester so it's time for ta evaluations again please help us improve the course by telling us how to do better https www ugrad cs cmu edu ta f freeform course cgi course a principles of imperative computation prove,public,other
segfault in task,when attempting to run vstore i come across this error memory error detected in c vm invalid cast from c value a pointer to an integersegmentation fault core dumped any idea what could be wrong,public,c0vm
invalid opcode x,i'm getting this error when i'm testing my function capability shouldn't x be a valid opcode specifically vload i think the problem has to do with the way i'm accessing the function pool even though they don't seem to connect should function pool i code be able to access the ith function's code,public,c0vm
amstore amload confusion,i'm confused how amstore works if you have a stack s a b where a and b are both pointer types does amstore make a point to b or to what b is pointing to,public,c0vm
aaddf a pointer type,could someone give me a hint about what type of pointer should we cast a to i was thinking about some general type and i tried struct and unsurprisingly there was a compile error it also couldn't be array it will e a void anyway thanks,public,c0vm
struct inconsistent field size,whenever i compile the bytecode to a file with the following struct struct node char c int a int b string s i get the following output new t alloc struct node aadf a caadf a aaadf a baadf a s does this mean that a a is bytes since the next field is at index while a b is bytes since the next field is at index if so why do these two int fields have different sizes,public,c0vm
office hours during finals week,will there be office hours during finals week,public,office_hours
xmalloc or alloc,do we use xmalloc all across c vm when allocating new memories or do we use alloc in some instances if we do have to use alloc what library should we include sorry i may be confused about the library thing but i remember alloc is a somewhat built in function and seems to not need to include library yet i got implicit declaration errors when compiling thanks,public,c0vm
one error on invoke native,i received one error on my invoke native autolab run test c vm tests task native bc expect successful execution good this worked test c vmd tests task native bc expect successful execution good this worked test c vm tests task native bc expect successful execution good this worked test c vmd tests task native bc expect successful execution test failed expected successful execution actual outcome an assertion failed unexpectedly hint problem with invokenative despite testing a number of different test functions i have been unable to find this problem,public,c0vm
invoke native,once i access the function from the native fn table how do i feed it the c value array i constructed,public,c0vm
frame allocation,does it matter whether the frame is allocated on the system stack or the system heap,public,c0vm
arrays c,hi so i finished task and i am trying many test cases i found one weird problem which happens when array elements are uninitialized arrays c use int main int a alloc array int printint a return for the given test file arrays c my c vm prints out some weird random integer like etc the result is even different each time however this doesn't happen if i initialize a to some integer when printing any uninitialized variables my c vm keeps on spitting out some random values it doesn't have any problem with initialized variables though it even runs fine with editor has anyone seen or experienced this problem before,public,c0vm
invoke native,how do i access the native function table to use in my invoke static function,public,c0vm
newarray task,are we supposed to be pushing a pointer to a void elems array or are we pushing a pointer to the c array struct probably the second right the first one doesn't really make sense but i just want to make sure,public,c0vm
finding unmatched parentheses,is there a good command to use for finding unmatched parentheses in vim besides just going through it manually to check if it highlights the matching parenthesis when the cursor is over it,public,c0vm other
freeing alloced arrays,at what point do i free the array that i xcalloc in parts of task the array is more than likely going to be stored in my array of c values v where the function variables are stored so when i return from the function or my frame i could free the array then but i have no way of differentiating between arrays and ints and other types of elements in v how should i proceed joey,public,c0vm
invokestatic function calls,in the handout invokestatic is defined as thus xb invokestatic s v v vn s v function pool c c g g v vn v however function pool is an array of struct function infos as defined in c vm h so i'm confused as to why g is treated as a function do we access the code field of g which is actually a struct,public,c0vm
what happens to our linux space after the class is over,after we finish the class if we want to conserve our programs will we have to download them or will they stay in the cmu servers,public,other
watch found at office hours,hey everyone a watch was found at office hours in gates tonight if it is yours shoot me an email at nhoran andrew cheers nate,public,office_hours
not is stack,whenever i run the program it runs well until the end when suddenly it says the assertion is c v stack s has failed after some debugging i figured out that my stack is not a segment from top to bottom what are some possible error i could have made on a hopefully related note i think i'm not initializing my local variable array correctly c value v xmalloc sizeof c value some number is this the right way i used to initialize as c value v some number everything was working fine until i got to frame stuff and decided to do change it isn't both supposed to do the same thing thank you,public,c0vm
c vm task memory leaks,are we being graded on our ability to free all of the arrays structs allocated in task before we return should i be keeping track of all the memory that i allocate during runtime in new and newarray and freeing it all just before i return,public,c0vm
aadds,i am having trouble figuring out exactly how to implement the aadds case i believe my newarray function and all other functions are correct but i cannot seem to figure out how to do the pointer arithmetic to calculate where my new pointer should point in order to access the element at the desired index everytime i try to do a elems s i as suggested i get an error any hints would be appreciated thanks in advance,public,c0vm
question about amstore and void pointers,i'm a little lost as to how we should be going about dereferencing a pointer a to equal a pointer b seeing as pointers popped from the c v stack are void pointers am i thinking about this wrong thanks,public,c0vm
freeing from a struct,i'm running into an error when i try to free from the frame struct for example c v stack free framea s results in an error is there something i'm missing thanks,public,c0vm
athrow and assert leading to c memory error,hi i got points deducted from only these two test cases which i do not understand test c vmd tests task assert bc expect successful execution tests failed hint athrow and assert actual outcome c memory error was called test c vmd tests task recursion bc expect c assertion failure tests failed hint athrow and assert inside a recursive call actual outcome c memory error was called my athrow calls c user error and my assert calls c asertion failure my code works perfectly fine with the given abort c and passed every other test cases on autolab except those two as far as i understand it is impossible to go from athrow or assert to c memory error am i missing something please help,public,c0vm
free program,are we supposed to write this function the c vm h seems to suggest so and i'm assuming if so we're to free the various arrays contained within the bc file also also are we expected to call this function when doing the return,public,c0vm
pointer arithmetic,how do we do pointer arithmetic int t a val ptr val offset i val int i new address b a i what's up with the type syntax cause problem is pointer of type void used in arithmetic,public,c0vm
arrays of length,is an array of length represented as null or as a header with fields count and elt size filled but with the elems field null,public,c0vm
factorial,i think there is an logical error in the test provided in the handout in task the printed number is in int t representation instead of the actual factorial of so this line println is the factorial of isn't really true int factorial int n return n n factorial n int main printint factorial println is the factorial of return,public,c0vm
memory,i have this output from valgrind bytes in blocks are still reachable in loss record of at x c b calloc in usr lib valgrind vgpreload memcheck amd linux so by x db xcalloc xalloc c by x read program read program c by x main c vm main c should i be worried i can't even handin read program c or c vm main c so i don't know what there is to do about this,public,c0vm
aaddf aadds,the pointers that we are popping off the operand stack are they void pointers or are they pointers to void pointers,public,c0vm
invoke the function,how do i invoke the function with just an address to the function,public,c0vm
goto,i'm not implementing goto correctly in some way autolab tells me something is going wrong when the number is really big or really negative can someone give me some hints should i be checking if the skip is legal or is this an integer overflow problem,public,c0vm
problem with ildc,i have an unsigned bit integer uint uint t i uint t j where i is the first byte after ildc and j is the second byte what would cause this definition to segfault,public,c0vm
